config_id,strategy,symbols,avg_exposure,start,end,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,total_return
random_forest|zscore_features|0.50,model,5,0.63187805822947,2020-01-02,2023-12-29,0.0967092318858566,0.23318504496440842,0.4147317076042229,0.5468887734410547,-0.44385042457288426,0.47118675874328075
logistic_regression|zscore_features|0.60,model,5,0.05718133823948825,2020-01-02,2023-12-29,0.022929540503497586,0.05660971389034784,0.40504604117787557,0.2656303781148289,-0.07213008352051242,0.09585642574156727
logistic_regression|all_features|0.70,model,5,0.015659074599400254,2020-01-02,2023-12-29,0.018432971741593005,0.04635918379137208,0.39761208533234726,0.25957724038835617,-0.06013955534914872,0.07636066224839722
random_forest|zscore_features|0.55,model,5,0.470845005497803,2020-01-02,2023-12-29,0.07303586178913604,0.18935583074579065,0.3857069597565567,0.4950619613862117,-0.3507689256910709,0.33851902488023966
logistic_regression|returns_only|0.70,model,5,0.012493882303773175,2020-01-02,2023-12-29,0.01819119973596442,0.04812425120728557,0.37800483705418025,0.24956310679521432,-0.05197119589392685,0.07532229327373652
gradient_boosting|no_volume_features|0.65,model,5,0.21681196261443966,2020-01-02,2023-12-29,0.04876946744634417,0.1304611996808979,0.37382353960895687,0.42746021652006094,-0.28612732378639305,0.21493528320244026
gradient_boosting|returns_plus_volatility|0.70,model,5,0.13714231231170432,2020-01-02,2023-12-29,0.03739516544188453,0.10194459080788813,0.36681853490740596,0.35907240501865356,-0.15130216282507503,0.16100252172314566
xgboost|returns_only|0.70,model,5,0.10639955000251207,2020-01-02,2023-12-29,0.029420080626689802,0.08706030444487806,0.3379276102269666,0.3088844854736037,-0.1373520841946212,0.12462183199007515
random_forest|zscore_features|0.60,model,5,0.3151447345694704,2020-01-02,2023-12-29,0.047901973610017495,0.14731371762627274,0.32516981026534353,0.38283820086939924,-0.347467377982118,0.21073512935124894
gradient_boosting|returns_plus_volatility|0.60,model,5,0.3277103845362636,2020-01-02,2023-12-29,0.04858834362463223,0.15068551685399,0.3224486642051535,0.38906566965277656,-0.3101671215739331,0.2140571322892335
gradient_boosting|returns_plus_volatility|0.55,model,5,0.480906043883941,2020-01-02,2023-12-29,0.06011435487765701,0.19208568184110794,0.3129559387325039,0.40087899171757335,-0.35504776423774065,0.2712241342352615
logistic_regression|zscore_features|0.55,model,5,0.3619686580986425,2020-01-02,2023-12-29,0.052547224562081433,0.16838662725759065,0.31206293170595395,0.360492432205658,-0.33156040661027897,0.23339663677969336
xgboost|no_volume_features|0.70,model,5,0.12763472171918386,2020-01-02,2023-12-29,0.02912288307121487,0.09986949957365428,0.29160938219918275,0.26947040095600816,-0.13227426051776126,0.12328833641748838
gradient_boosting|returns_only|0.55,model,5,0.4819416231804071,2020-01-02,2023-12-29,0.05605995805995783,0.19237407916375573,0.2914111833758933,0.3768999495076207,-0.38577088194322073,0.25081446600619506
xgboost|returns_only|0.65,model,5,0.19002883998231307,2020-01-02,2023-12-29,0.026676494405405936,0.11768120016916575,0.22668441830180774,0.2437732182110442,-0.21687924736425734,0.1123715407607011
xgboost|zscore_features|0.55,model,5,0.47876032020984394,2020-01-02,2023-12-29,0.04283254095820161,0.19787383713777607,0.21646389223441434,0.2746064105261388,-0.4200526161175291,0.1864791487958013
gradient_boosting|zscore_features|0.60,model,5,0.3137687403844688,2020-01-02,2023-12-29,0.02984001055060054,0.1553508373047935,0.19208142722819943,0.24429635283179169,-0.3481011466053564,0.12650871444809453
gradient_boosting|returns_only|0.65,model,5,0.20627917501210416,2020-01-02,2023-12-29,0.02303422813541812,0.1274535927819363,0.18072639329067786,0.21615266751025916,-0.18592003719403905,0.09631450141392395
