Date,net_strategy_return,symbol,fold,strategy
2020-09-21,0.0,AAPL,2020-01-01,long_flat
2020-09-22,-0.0005,AAPL,2020-01-01,long_flat
2020-09-23,-0.0433514742878437,AAPL,2020-01-01,long_flat
2020-09-24,0.0,AAPL,2020-01-01,long_flat
2020-09-25,-0.0005,AAPL,2020-01-01,long_flat
2020-09-28,0.0235886610225167,AAPL,2020-01-01,long_flat
2020-09-29,-0.0075967227550336,AAPL,2020-01-01,long_flat
2020-09-30,0.0149631303551401,AAPL,2020-01-01,long_flat
2020-10-01,0.0084266918658169,AAPL,2020-01-01,long_flat
2020-10-02,-0.0328127820071893,AAPL,2020-01-01,long_flat
2020-10-05,0.0303264395205048,AAPL,2020-01-01,long_flat
2020-10-06,-0.0290882156760064,AAPL,2020-01-01,long_flat
2020-10-07,0.0168247304244918,AAPL,2020-01-01,long_flat
2020-10-08,-0.0014565188805789999,AAPL,2020-01-01,long_flat
2020-10-09,-0.0005,AAPL,2020-01-01,long_flat
2020-10-12,0.0615846588906364,AAPL,2020-01-01,long_flat
2020-10-13,-0.0268856521296271,AAPL,2020-01-01,long_flat
2020-10-14,0.0007428936065787,AAPL,2020-01-01,long_flat
2020-10-15,-0.004468491948280201,AAPL,2020-01-01,long_flat
2020-10-16,-0.0005,AAPL,2020-01-01,long_flat
2020-10-19,-0.0258740111210476,AAPL,2020-01-01,long_flat
2020-10-20,0.0131058316266694,AAPL,2020-01-01,long_flat
2020-10-21,-0.0054612782812696,AAPL,2020-01-01,long_flat
2020-10-22,-0.0096293941843941,AAPL,2020-01-01,long_flat
2020-10-23,-0.0061527414130669,AAPL,2020-01-01,long_flat
2020-10-26,8.682925347279093e-05,AAPL,2020-01-01,long_flat
2020-10-27,0.012882564763416,AAPL,2020-01-01,long_flat
2020-10-28,-0.0,AAPL,2020-01-01,long_flat
2020-10-29,0.0,AAPL,2020-01-01,long_flat
2020-10-30,-0.0,AAPL,2020-01-01,long_flat
2020-11-02,-0.0005,AAPL,2020-01-01,long_flat
2020-11-03,0.014736770083923,AAPL,2020-01-01,long_flat
2020-11-04,-0.0005,AAPL,2020-01-01,long_flat
2020-11-05,0.0348785512635511,AAPL,2020-01-01,long_flat
2020-11-06,-0.0016369011563633,AAPL,2020-01-01,long_flat
2020-11-09,-0.0005,AAPL,2020-01-01,long_flat
2020-11-10,-0.0030133749878093,AAPL,2020-01-01,long_flat
2020-11-11,0.0299011357697577,AAPL,2020-01-01,long_flat
2020-11-12,-0.0023462656633155,AAPL,2020-01-01,long_flat
2020-11-13,0.0004195516114462,AAPL,2020-01-01,long_flat
2020-11-16,0.008682511043625,AAPL,2020-01-01,long_flat
2020-11-17,-0.0075930655337269,AAPL,2020-01-01,long_flat
2020-11-18,-0.0114567624521708,AAPL,2020-01-01,long_flat
2020-11-19,0.0051550678703173,AAPL,2020-01-01,long_flat
2020-11-20,-0.0110180303285279,AAPL,2020-01-01,long_flat
2020-11-23,-0.0306938753460069,AAPL,2020-01-01,long_flat
2020-11-24,0.0,AAPL,2020-01-01,long_flat
2020-11-25,-0.0005,AAPL,2020-01-01,long_flat
2020-11-27,0.0043145125960737,AAPL,2020-01-01,long_flat
2020-11-30,-0.0005,AAPL,2020-01-01,long_flat
2020-12-01,0.0303617941382446,AAPL,2020-01-01,long_flat
2020-12-02,0.0029291448800062,AAPL,2020-01-01,long_flat
2020-12-03,-0.0016380038887978,AAPL,2020-01-01,long_flat
2020-12-04,-0.0005,AAPL,2020-01-01,long_flat
2020-12-07,0.0121953630147268,AAPL,2020-01-01,long_flat
2020-12-08,0.0050779240271638,AAPL,2020-01-01,long_flat
2020-12-09,-0.0211252650119424,AAPL,2020-01-01,long_flat
2020-12-10,0.0119175128523472,AAPL,2020-01-01,long_flat
2020-12-11,-0.0067573992938544,AAPL,2020-01-01,long_flat
2020-12-14,-0.0051601135584929,AAPL,2020-01-01,long_flat
2020-12-15,0.0488761913557339,AAPL,2020-01-01,long_flat
2020-12-16,-0.0010476055843735,AAPL,2020-01-01,long_flat
2020-12-17,-0.0005,AAPL,2020-01-01,long_flat
2020-12-18,-0.0159777412314521,AAPL,2020-01-01,long_flat
2020-12-21,0.0123192260576997,AAPL,2020-01-01,long_flat
2020-12-22,0.0280668657958578,AAPL,2020-01-01,long_flat
2020-12-23,-0.0070007085488447,AAPL,2020-01-01,long_flat
2020-12-24,0.0076829134266235,AAPL,2020-01-01,long_flat
2020-12-28,0.0351409034315569,AAPL,2020-01-01,long_flat
2020-12-29,-0.0134046197862122,AAPL,2020-01-01,long_flat
2020-12-30,-0.0085627599000345,AAPL,2020-01-01,long_flat
2020-12-31,-0.0077325747588665,AAPL,2020-01-01,long_flat
2020-01-02,0.0,AAPL,2020-01-01,sized_balanced
2020-01-03,-0.0098942756129717,AAPL,2020-01-01,sized_balanced
2020-01-06,0.0058273376817641505,AAPL,2020-01-01,sized_balanced
2020-01-07,-0.0049638570575468,AAPL,2020-01-01,sized_balanced
2020-01-08,0.00772903278195575,AAPL,2020-01-01,sized_balanced
2020-01-09,0.0207684534245769,AAPL,2020-01-01,sized_balanced
2020-01-10,0.0008790836720112001,AAPL,2020-01-01,sized_balanced
2020-01-13,0.0210144612213865,AAPL,2020-01-01,sized_balanced
2020-01-14,-0.010196695790281424,AAPL,2020-01-01,sized_balanced
2020-01-15,-0.003470912922924475,AAPL,2020-01-01,sized_balanced
2020-01-16,0.00286218095503715,AAPL,2020-01-01,sized_balanced
2020-01-17,0.008257536004353975,AAPL,2020-01-01,sized_balanced
2020-01-21,-0.0052250277004644505,AAPL,2020-01-01,sized_balanced
2020-01-22,0.0034382602635525,AAPL,2020-01-01,sized_balanced
2020-01-23,0.0036031929179352,AAPL,2020-01-01,sized_balanced
2020-01-24,-0.00216464477799765,AAPL,2020-01-01,sized_balanced
2020-01-27,-0.022384741678943103,AAPL,2020-01-01,sized_balanced
2020-01-28,0.0206726355955118,AAPL,2020-01-01,sized_balanced
2020-01-29,0.0050540199855675745,AAPL,2020-01-01,sized_balanced
2020-01-30,-0.00072511431045535,AAPL,2020-01-01,sized_balanced
2020-01-31,-0.02280072788879515,AAPL,2020-01-01,sized_balanced
2020-02-03,-0.002187819303769775,AAPL,2020-01-01,sized_balanced
2020-02-04,0.0319807442313552,AAPL,2020-01-01,sized_balanced
2020-02-05,-0.000125,AAPL,2020-01-01,sized_balanced
2020-02-06,0.0027822207004464497,AAPL,2020-01-01,sized_balanced
2020-02-07,-0.0069679947131157,AAPL,2020-01-01,sized_balanced
2020-02-10,0.0034289044154539746,AAPL,2020-01-01,sized_balanced
2020-02-11,-0.0060518454027473,AAPL,2020-01-01,sized_balanced
2020-02-12,0.0233452982116788,AAPL,2020-01-01,sized_balanced
2020-02-13,-0.00548494312783325,AAPL,2020-01-01,sized_balanced
2020-02-14,0.0002461929473536,AAPL,2020-01-01,sized_balanced
2020-02-18,-0.0188552848806055,AAPL,2020-01-01,sized_balanced
2020-02-19,0.0032196845231261,AAPL,2020-01-01,sized_balanced
2020-02-20,-0.0105616466795773,AAPL,2020-01-01,sized_balanced
2020-02-21,-0.0115725679131998,AAPL,2020-01-01,sized_balanced
2020-02-24,-0.012541365201505075,AAPL,2020-01-01,sized_balanced
2020-02-25,-0.0344592696597348,AAPL,2020-01-01,sized_balanced
2020-02-26,0.0157390867033607,AAPL,2020-01-01,sized_balanced
2020-02-27,-0.0678526262032882,AAPL,2020-01-01,sized_balanced
2020-02-28,-0.00041747639568245,AAPL,2020-01-01,sized_balanced
2020-03-02,0.06638852647645815,AAPL,2020-01-01,sized_balanced
2020-03-03,-0.0005,AAPL,2020-01-01,sized_balanced
2020-03-04,0.0452157475593979,AAPL,2020-01-01,sized_balanced
2020-03-05,-0.024980874590454172,AAPL,2020-01-01,sized_balanced
2020-03-06,-0.0034673583577876253,AAPL,2020-01-01,sized_balanced
2020-03-09,-0.041197547099955,AAPL,2020-01-01,sized_balanced
2020-03-10,0.03452298168198915,AAPL,2020-01-01,sized_balanced
2020-03-11,-0.00025,AAPL,2020-01-01,sized_balanced
2020-03-12,-0.0519888149814476,AAPL,2020-01-01,sized_balanced
2020-03-13,0.0563287271365029,AAPL,2020-01-01,sized_balanced
2020-03-16,-0.00025,AAPL,2020-01-01,sized_balanced
2020-03-17,0.02139057822966855,AAPL,2020-01-01,sized_balanced
2020-03-18,-0.006571148378582301,AAPL,2020-01-01,sized_balanced
2020-03-19,-0.008066505892482,AAPL,2020-01-01,sized_balanced
2020-03-20,-0.016522558998753076,AAPL,2020-01-01,sized_balanced
2020-03-23,-0.0108615170498226,AAPL,2020-01-01,sized_balanced
2020-03-24,0.0713292998510235,AAPL,2020-01-01,sized_balanced
2020-03-25,-0.000375,AAPL,2020-01-01,sized_balanced
2020-03-26,0.038463787184359874,AAPL,2020-01-01,sized_balanced
2020-03-27,-0.031962503718720024,AAPL,2020-01-01,sized_balanced
2020-03-30,0.0069095550394681,AAPL,2020-01-01,sized_balanced
2020-03-31,-0.00114653825797675,AAPL,2020-01-01,sized_balanced
2020-04-01,-0.0136379413051017,AAPL,2020-01-01,sized_balanced
2020-04-02,0.0,AAPL,2020-01-01,sized_balanced
2020-04-03,-0.000125,AAPL,2020-01-01,sized_balanced
2020-04-06,0.02091003213636655,AAPL,2020-01-01,sized_balanced
2020-04-07,-0.003287472512373775,AAPL,2020-01-01,sized_balanced
2020-04-08,0.025147656620578898,AAPL,2020-01-01,sized_balanced
2020-04-09,0.005267482681735224,AAPL,2020-01-01,sized_balanced
2020-04-13,0.0193125896414577,AAPL,2020-01-01,sized_balanced
2020-04-14,0.03695196138067665,AAPL,2020-01-01,sized_balanced
2020-04-15,-0.0070020925834007,AAPL,2020-01-01,sized_balanced
2020-04-16,0.007914736194524,AAPL,2020-01-01,sized_balanced
2020-04-17,-0.0137867333926752,AAPL,2020-01-01,sized_balanced
2020-04-20,-0.015731284370453326,AAPL,2020-01-01,sized_balanced
2020-04-21,-0.023673426940724523,AAPL,2020-01-01,sized_balanced
2020-04-22,0.0140731406144784,AAPL,2020-01-01,sized_balanced
2020-04-23,-0.00109573036408005,AAPL,2020-01-01,sized_balanced
2020-04-24,0.01410515751992845,AAPL,2020-01-01,sized_balanced
2020-04-27,-0.000198260495827375,AAPL,2020-01-01,sized_balanced
2020-04-28,-0.0167171176974966,AAPL,2020-01-01,sized_balanced
2020-04-29,0.007954306558498676,AAPL,2020-01-01,sized_balanced
2020-04-30,0.0101883429373643,AAPL,2020-01-01,sized_balanced
2020-05-01,-0.0163553820843017,AAPL,2020-01-01,sized_balanced
2020-05-04,0.010411948579869249,AAPL,2020-01-01,sized_balanced
2020-05-05,0.0148978375433085,AAPL,2020-01-01,sized_balanced
2020-05-06,0.0101389013530413,AAPL,2020-01-01,sized_balanced
2020-05-07,0.0075939101085757,AAPL,2020-01-01,sized_balanced
2020-05-08,0.0115115198078154,AAPL,2020-01-01,sized_balanced
2020-05-11,0.0156130968274755,AAPL,2020-01-01,sized_balanced
2020-05-12,-0.011869433213669501,AAPL,2020-01-01,sized_balanced
2020-05-13,-0.003036769147193025,AAPL,2020-01-01,sized_balanced
2020-05-14,0.001156039856793275,AAPL,2020-01-01,sized_balanced
2020-05-15,-0.0059292145430471,AAPL,2020-01-01,sized_balanced
2020-05-18,0.0229125615101143,AAPL,2020-01-01,sized_balanced
2020-05-19,-0.0018237941837048752,AAPL,2020-01-01,sized_balanced
2020-05-20,0.0192613929924033,AAPL,2020-01-01,sized_balanced
2020-05-21,-0.0074832703837816,AAPL,2020-01-01,sized_balanced
2020-05-22,0.0064177530235389,AAPL,2020-01-01,sized_balanced
2020-05-26,-0.0067967292500281,AAPL,2020-01-01,sized_balanced
2020-05-27,0.0040975482100405,AAPL,2020-01-01,sized_balanced
2020-05-28,9.491387853554999e-05,AAPL,2020-01-01,sized_balanced
2020-05-29,-0.0007306658762738999,AAPL,2020-01-01,sized_balanced
2020-06-01,0.00916724630782515,AAPL,2020-01-01,sized_balanced
2020-06-02,0.003464096343173175,AAPL,2020-01-01,sized_balanced
2020-06-03,0.004117394041471125,AAPL,2020-01-01,sized_balanced
2020-06-04,-0.006612399036369124,AAPL,2020-01-01,sized_balanced
2020-06-05,0.01404163707103215,AAPL,2020-01-01,sized_balanced
2020-06-08,0.0026975679537656,AAPL,2020-01-01,sized_balanced
2020-06-09,0.0308395598760766,AAPL,2020-01-01,sized_balanced
2020-06-10,0.01245105552805465,AAPL,2020-01-01,sized_balanced
2020-06-11,-0.0497011507009574,AAPL,2020-01-01,sized_balanced
2020-06-12,-0.000375,AAPL,2020-01-01,sized_balanced
2020-06-15,0.009218380625104576,AAPL,2020-01-01,sized_balanced
2020-06-16,0.019618020260056577,AAPL,2020-01-01,sized_balanced
2020-06-17,-0.0010445117997275998,AAPL,2020-01-01,sized_balanced
2020-06-18,4.853240226927497e-05,AAPL,2020-01-01,sized_balanced
2020-06-19,-0.001432794081663475,AAPL,2020-01-01,sized_balanced
2020-06-22,0.006206885843263,AAPL,2020-01-01,sized_balanced
2020-06-23,0.015839930826660225,AAPL,2020-01-01,sized_balanced
2020-06-24,-0.013357138118738251,AAPL,2020-01-01,sized_balanced
2020-06-25,0.0097661921440174,AAPL,2020-01-01,sized_balanced
2020-06-26,-0.031582511340243896,AAPL,2020-01-01,sized_balanced
2020-06-29,0.0055712973548576,AAPL,2020-01-01,sized_balanced
2020-06-30,0.0041562130761733,AAPL,2020-01-01,sized_balanced
2020-07-01,-0.00107155206244625,AAPL,2020-01-01,sized_balanced
2020-07-02,-0.000125,AAPL,2020-01-01,sized_balanced
2020-07-06,0.0263986351802493,AAPL,2020-01-01,sized_balanced
2020-07-07,-0.0033576562351174,AAPL,2020-01-01,sized_balanced
2020-07-08,0.01151147038101785,AAPL,2020-01-01,sized_balanced
2020-07-09,0.00189569367403635,AAPL,2020-01-01,sized_balanced
2020-07-10,0.0017476072902238,AAPL,2020-01-01,sized_balanced
2020-07-13,-0.0046240912234332,AAPL,2020-01-01,sized_balanced
2020-07-14,0.0164132188843811,AAPL,2020-01-01,sized_balanced
2020-07-15,0.0067286796289719,AAPL,2020-01-01,sized_balanced
2020-07-16,-0.009285992999220151,AAPL,2020-01-01,sized_balanced
2020-07-17,-0.0015166637090976752,AAPL,2020-01-01,sized_balanced
2020-07-20,0.015641136218027776,AAPL,2020-01-01,sized_balanced
2020-07-21,-0.010423244759169226,AAPL,2020-01-01,sized_balanced
2020-07-22,0.001978925065661125,AAPL,2020-01-01,sized_balanced
2020-07-23,-0.0468346960152075,AAPL,2020-01-01,sized_balanced
2020-07-24,-0.00149021372308755,AAPL,2020-01-01,sized_balanced
2020-07-27,0.0,AAPL,2020-01-01,sized_balanced
2020-07-28,-0.000375,AAPL,2020-01-01,sized_balanced
2020-07-29,0.01399022474842655,AAPL,2020-01-01,sized_balanced
2020-07-30,0.002756913508471925,AAPL,2020-01-01,sized_balanced
2020-07-31,0.07467262727915212,AAPL,2020-01-01,sized_balanced
2020-08-03,0.018538942711466576,AAPL,2020-01-01,sized_balanced
2020-08-04,0.0066561393680767,AAPL,2020-01-01,sized_balanced
2020-08-05,0.0036180674110818,AAPL,2020-01-01,sized_balanced
2020-08-06,0.034169567655239,AAPL,2020-01-01,sized_balanced
2020-08-07,-0.017373626714111225,AAPL,2020-01-01,sized_balanced
2020-08-10,0.0069649851566813,AAPL,2020-01-01,sized_balanced
2020-08-11,-0.0303159345845672,AAPL,2020-01-01,sized_balanced
2020-08-12,0.024395433080652472,AAPL,2020-01-01,sized_balanced
2020-08-13,0.00852139315173215,AAPL,2020-01-01,sized_balanced
2020-08-14,-0.0010165913867415,AAPL,2020-01-01,sized_balanced
2020-08-17,-0.001960764465100875,AAPL,2020-01-01,sized_balanced
2020-08-18,0.00609878646739135,AAPL,2020-01-01,sized_balanced
