Date,net_strategy_return,symbol,fold,strategy
2020-10-08,-0.0,AMZN,2020-01-01,sized_near_full
2020-10-09,-0.000375,AMZN,2020-01-01,sized_near_full
2020-10-12,0.0344655119829381,AMZN,2020-01-01,sized_near_full
2020-10-13,-0.000375,AMZN,2020-01-01,sized_near_full
2020-10-14,-0.017736221516408225,AMZN,2020-01-01,sized_near_full
2020-10-15,-0.0074780336162181,AMZN,2020-01-01,sized_near_full
2020-10-16,-0.0200731284839648,AMZN,2020-01-01,sized_near_full
2020-10-19,-0.015162712292059951,AMZN,2020-01-01,sized_near_full
2020-10-20,0.0019131717158368503,AMZN,2020-01-01,sized_near_full
2020-10-21,-0.0,AMZN,2020-01-01,sized_near_full
2020-10-22,-0.000375,AMZN,2020-01-01,sized_near_full
2020-10-23,0.0062072601167619,AMZN,2020-01-01,sized_near_full
2020-10-26,0.0,AMZN,2020-01-01,sized_near_full
2020-10-27,0.0,AMZN,2020-01-01,sized_near_full
2020-10-28,-0.0,AMZN,2020-01-01,sized_near_full
2020-10-29,0.0,AMZN,2020-01-01,sized_near_full
2020-10-30,-0.0,AMZN,2020-01-01,sized_near_full
2020-11-02,-0.0,AMZN,2020-01-01,sized_near_full
2020-11-03,0.0,AMZN,2020-01-01,sized_near_full
2020-11-04,0.0,AMZN,2020-01-01,sized_near_full
2020-11-05,0.0,AMZN,2020-01-01,sized_near_full
2020-11-06,-0.0,AMZN,2020-01-01,sized_near_full
2020-11-09,-0.0,AMZN,2020-01-01,sized_near_full
2020-11-10,-0.0005,AMZN,2020-01-01,sized_near_full
2020-11-11,0.0330482267280913,AMZN,2020-01-01,sized_near_full
2020-11-12,-0.006508863524993474,AMZN,2020-01-01,sized_near_full
2020-11-13,0.004079981881986074,AMZN,2020-01-01,sized_near_full
2020-11-16,0.0,AMZN,2020-01-01,sized_near_full
2020-11-17,0.0,AMZN,2020-01-01,sized_near_full
2020-11-18,-0.0,AMZN,2020-01-01,sized_near_full
2020-11-19,-0.000375,AMZN,2020-01-01,sized_near_full
2020-11-20,-0.004626638720465625,AMZN,2020-01-01,sized_near_full
2020-11-23,-0.0,AMZN,2020-01-01,sized_near_full
2020-11-24,-0.000375,AMZN,2020-01-01,sized_near_full
2020-11-25,0.015572413504760699,AMZN,2020-01-01,sized_near_full
2020-11-27,-0.0005,AMZN,2020-01-01,sized_near_full
2020-11-30,-0.0087054330788294,AMZN,2020-01-01,sized_near_full
2020-12-01,0.012219851740016927,AMZN,2020-01-01,sized_near_full
2020-12-02,-0.0042396550633593,AMZN,2020-01-01,sized_near_full
2020-12-03,-0.0,AMZN,2020-01-01,sized_near_full
2020-12-04,-0.000375,AMZN,2020-01-01,sized_near_full
2020-12-07,-0.0014619443263785,AMZN,2020-01-01,sized_near_full
2020-12-08,-0.000375,AMZN,2020-01-01,sized_near_full
2020-12-09,-0.017579426005225024,AMZN,2020-01-01,sized_near_full
2020-12-10,-0.0013734778193995,AMZN,2020-01-01,sized_near_full
2020-12-11,-0.000375,AMZN,2020-01-01,sized_near_full
2020-12-14,0.009320832444885524,AMZN,2020-01-01,sized_near_full
2020-12-15,0.0,AMZN,2020-01-01,sized_near_full
2020-12-16,0.0,AMZN,2020-01-01,sized_near_full
2020-12-17,-0.0,AMZN,2020-01-01,sized_near_full
2020-12-18,-0.000375,AMZN,2020-01-01,sized_near_full
2020-12-21,0.0010604283923000251,AMZN,2020-01-01,sized_near_full
2020-12-22,-0.000295478314062,AMZN,2020-01-01,sized_near_full
2020-12-23,-0.0005,AMZN,2020-01-01,sized_near_full
2020-12-24,-0.004457235360226399,AMZN,2020-01-01,sized_near_full
2020-12-28,0.0,AMZN,2020-01-01,sized_near_full
2020-12-29,0.0,AMZN,2020-01-01,sized_near_full
2020-12-30,-0.000375,AMZN,2020-01-01,sized_near_full
2020-12-31,-0.006755248594942476,AMZN,2020-01-01,sized_near_full
2020-01-02,0.0,AMZN,2020-01-01,sized_linear
2020-01-03,-0.0,AMZN,2020-01-01,sized_linear
2020-01-06,-0.00013531202507579995,AMZN,2020-01-01,sized_linear
2020-01-07,0.0004884237753182542,AMZN,2020-01-01,sized_linear
2020-01-08,-0.0033922865311899262,AMZN,2020-01-01,sized_linear
2020-01-09,0.0025689265086143954,AMZN,2020-01-01,sized_linear
2020-01-10,-0.004119924046919131,AMZN,2020-01-01,sized_linear
2020-01-13,-0.00021282762415394073,AMZN,2020-01-01,sized_linear
2020-01-14,-0.005161294225782128,AMZN,2020-01-01,sized_linear
2020-01-15,-0.0,AMZN,2020-01-01,sized_linear
2020-01-16,0.0,AMZN,2020-01-01,sized_linear
2020-01-17,-0.0,AMZN,2020-01-01,sized_linear
2020-01-21,0.0,AMZN,2020-01-01,sized_linear
2020-01-22,-0.0,AMZN,2020-01-01,sized_linear
2020-01-23,-0.0,AMZN,2020-01-01,sized_linear
2020-01-24,-0.0,AMZN,2020-01-01,sized_linear
2020-01-27,-0.0,AMZN,2020-01-01,sized_linear
2020-01-28,0.0,AMZN,2020-01-01,sized_linear
2020-01-29,0.0,AMZN,2020-01-01,sized_linear
2020-01-30,-0.00015743091043010526,AMZN,2020-01-01,sized_linear
2020-01-31,0.0222593796412955,AMZN,2020-01-01,sized_linear
2020-02-03,-0.0,AMZN,2020-01-01,sized_linear
2020-02-04,0.0,AMZN,2020-01-01,sized_linear
2020-02-05,-0.0,AMZN,2020-01-01,sized_linear
2020-02-06,-0.00020409634399672766,AMZN,2020-01-01,sized_linear
2020-02-07,0.0055390492296309764,AMZN,2020-01-01,sized_linear
2020-02-10,0.0,AMZN,2020-01-01,sized_linear
2020-02-11,0.0,AMZN,2020-01-01,sized_linear
2020-02-12,-0.0001631177224479884,AMZN,2020-01-01,sized_linear
2020-02-13,-0.0015471818473659594,AMZN,2020-01-01,sized_linear
2020-02-14,-0.002130952355421162,AMZN,2020-01-01,sized_linear
2020-02-18,0.0035661883451429265,AMZN,2020-01-01,sized_linear
2020-02-19,0.0017539087046610593,AMZN,2020-01-01,sized_linear
2020-02-20,-0.0026345648291249872,AMZN,2020-01-01,sized_linear
2020-02-21,-0.00021931464812558615,AMZN,2020-01-01,sized_linear
2020-02-24,-0.018590667094092513,AMZN,2020-01-01,sized_linear
2020-02-25,-0.005668016679208661,AMZN,2020-01-01,sized_linear
2020-02-26,0.0010884858461692624,AMZN,2020-01-01,sized_linear
2020-02-27,-0.019311686716146463,AMZN,2020-01-01,sized_linear
2020-02-28,-8.593501986128241e-05,AMZN,2020-01-01,sized_linear
2020-03-02,0.00956922971074209,AMZN,2020-01-01,sized_linear
2020-03-03,-0.00021823032264585014,AMZN,2020-01-01,sized_linear
2020-03-04,0.014802217236237451,AMZN,2020-01-01,sized_linear
2020-03-05,-0.00015243582599351702,AMZN,2020-01-01,sized_linear
2020-03-06,-0.0036653008744849717,AMZN,2020-01-01,sized_linear
2020-03-09,-0.01751930568940968,AMZN,2020-01-01,sized_linear
2020-03-10,0.01980639338138971,AMZN,2020-01-01,sized_linear
2020-03-11,-0.00021284500885787206,AMZN,2020-01-01,sized_linear
2020-03-12,-0.03514652923852072,AMZN,2020-01-01,sized_linear
2020-03-13,0.02493955542859433,AMZN,2020-01-01,sized_linear
2020-03-16,-0.00016487433235178335,AMZN,2020-01-01,sized_linear
2020-03-17,0.022372197695162785,AMZN,2020-01-01,sized_linear
2020-03-18,0.004323520659450323,AMZN,2020-01-01,sized_linear
2020-03-19,0.0,AMZN,2020-01-01,sized_linear
2020-03-20,-0.00014513635395945013,AMZN,2020-01-01,sized_linear
2020-03-23,0.008642121787668034,AMZN,2020-01-01,sized_linear
2020-03-24,0.0,AMZN,2020-01-01,sized_linear
2020-03-25,-0.0,AMZN,2020-01-01,sized_linear
2020-03-26,0.0,AMZN,2020-01-01,sized_linear
2020-03-27,-0.00013319034598909427,AMZN,2020-01-01,sized_linear
2020-03-30,0.0086710339982732,AMZN,2020-01-01,sized_linear
2020-03-31,-0.00014384821403211454,AMZN,2020-01-01,sized_linear
2020-04-01,-0.006412011928290149,AMZN,2020-01-01,sized_linear
2020-04-02,-0.0001358287563178311,AMZN,2020-01-01,sized_linear
2020-04-03,-0.0017387976244631388,AMZN,2020-01-01,sized_linear
2020-04-06,0.012564923528721749,AMZN,2020-01-01,sized_linear
2020-04-07,-0.0001868577619328371,AMZN,2020-01-01,sized_linear
2020-04-08,0.00560157985172577,AMZN,2020-01-01,sized_linear
2020-04-09,-0.0,AMZN,2020-01-01,sized_linear
2020-04-13,0.0,AMZN,2020-01-01,sized_linear
2020-04-14,0.0,AMZN,2020-01-01,sized_linear
2020-04-15,0.0,AMZN,2020-01-01,sized_linear
2020-04-16,0.0,AMZN,2020-01-01,sized_linear
2020-04-17,-0.00013499928112298043,AMZN,2020-01-01,sized_linear
2020-04-20,0.001972398219507029,AMZN,2020-01-01,sized_linear
2020-04-21,-0.0002013197371482168,AMZN,2020-01-01,sized_linear
2020-04-22,0.0060035611853657,AMZN,2020-01-01,sized_linear
2020-04-23,0.0039061961287973125,AMZN,2020-01-01,sized_linear
2020-04-24,-0.00019580125015190592,AMZN,2020-01-01,sized_linear
2020-04-27,-0.0057955664814591575,AMZN,2020-01-01,sized_linear
2020-04-28,-0.00014970946672561962,AMZN,2020-01-01,sized_linear
2020-04-29,0.007341909272743964,AMZN,2020-01-01,sized_linear
2020-04-30,0.0,AMZN,2020-01-01,sized_linear
2020-05-01,-0.00014861369701311982,AMZN,2020-01-01,sized_linear
2020-05-04,0.0038637051097712453,AMZN,2020-01-01,sized_linear
2020-05-05,8.642763528842774e-05,AMZN,2020-01-01,sized_linear
2020-05-06,-0.00013389039085134934,AMZN,2020-01-01,sized_linear
2020-05-07,0.0017855926069931737,AMZN,2020-01-01,sized_linear
2020-05-08,0.001994422673380471,AMZN,2020-01-01,sized_linear
2020-05-11,0.0032140662999690906,AMZN,2020-01-01,sized_linear
2020-05-12,-0.0001603410742927667,AMZN,2020-01-01,sized_linear
2020-05-13,0.0014759711135098061,AMZN,2020-01-01,sized_linear
2020-05-14,0.0030393448441295976,AMZN,2020-01-01,sized_linear
2020-05-15,0.0027204305907740675,AMZN,2020-01-01,sized_linear
2020-05-18,0.0030886711048482775,AMZN,2020-01-01,sized_linear
2020-05-19,0.004404136527915985,AMZN,2020-01-01,sized_linear
2020-05-20,0.0058042802220491015,AMZN,2020-01-01,sized_linear
2020-05-21,-0.00017563725663766498,AMZN,2020-01-01,sized_linear
2020-05-22,-0.0014253126183147887,AMZN,2020-01-01,sized_linear
2020-05-26,-0.0022555144204078875,AMZN,2020-01-01,sized_linear
2020-05-27,-0.0,AMZN,2020-01-01,sized_linear
2020-05-28,-0.00017963304857300633,AMZN,2020-01-01,sized_linear
2020-05-29,0.00594294713499234,AMZN,2020-01-01,sized_linear
2020-06-01,0.0,AMZN,2020-01-01,sized_linear
2020-06-02,-0.00021962962098642753,AMZN,2020-01-01,sized_linear
2020-06-03,0.0010401253516564386,AMZN,2020-01-01,sized_linear
2020-06-04,-0.0035607793759190403,AMZN,2020-01-01,sized_linear
2020-06-05,0.003194851849288809,AMZN,2020-01-01,sized_linear
2020-06-08,0.005879300430163711,AMZN,2020-01-01,sized_linear
2020-06-09,0.010715315127682907,AMZN,2020-01-01,sized_linear
2020-06-10,0.0,AMZN,2020-01-01,sized_linear
2020-06-11,-0.00019421238232709916,AMZN,2020-01-01,sized_linear
2020-06-12,-0.0019964762593122753,AMZN,2020-01-01,sized_linear
2020-06-15,0.003607413520122121,AMZN,2020-01-01,sized_linear
2020-06-16,0.0047848856148064245,AMZN,2020-01-01,sized_linear
2020-06-17,-0.00016915786869093572,AMZN,2020-01-01,sized_linear
2020-06-18,0.001654470591725328,AMZN,2020-01-01,sized_linear
2020-06-19,0.002769247818474622,AMZN,2020-01-01,sized_linear
2020-06-22,0.0047947449291364285,AMZN,2020-01-01,sized_linear
2020-06-23,0.0047521203197058,AMZN,2020-01-01,sized_linear
2020-06-24,-0.0001418579514392377,AMZN,2020-01-01,sized_linear
2020-06-25,0.0019442957046547412,AMZN,2020-01-01,sized_linear
2020-06-26,-0.00017010725796549458,AMZN,2020-01-01,sized_linear
2020-06-29,-0.0015824162144177957,AMZN,2020-01-01,sized_linear
2020-06-30,0.00968742072121598,AMZN,2020-01-01,sized_linear
2020-07-01,0.0,AMZN,2020-01-01,sized_linear
2020-07-02,-0.00016774002331359708,AMZN,2020-01-01,sized_linear
2020-07-06,0.018648282904059753,AMZN,2020-01-01,sized_linear
2020-07-07,-0.0001280173276988633,AMZN,2020-01-01,sized_linear
2020-07-08,0.006692139400031156,AMZN,2020-01-01,sized_linear
2020-07-09,0.0,AMZN,2020-01-01,sized_linear
2020-07-10,-0.0001293942362687787,AMZN,2020-01-01,sized_linear
2020-07-13,-0.007949085231174697,AMZN,2020-01-01,sized_linear
2020-07-14,-0.0025435904434160986,AMZN,2020-01-01,sized_linear
2020-07-15,-0.009193026491565502,AMZN,2020-01-01,sized_linear
2020-07-16,-0.0010754227497828935,AMZN,2020-01-01,sized_linear
2020-07-17,-0.003417872661767352,AMZN,2020-01-01,sized_linear
2020-07-20,0.028060557303299295,AMZN,2020-01-01,sized_linear
2020-07-21,-0.00016132482192247267,AMZN,2020-01-01,sized_linear
2020-07-22,-0.003997273268851238,AMZN,2020-01-01,sized_linear
2020-07-23,-0.01404718106078165,AMZN,2020-01-01,sized_linear
2020-07-24,0.0026378979432784,AMZN,2020-01-01,sized_linear
2020-07-27,0.0057108557755350476,AMZN,2020-01-01,sized_linear
2020-07-28,-0.006233267270476278,AMZN,2020-01-01,sized_linear
2020-07-29,0.00432514199071677,AMZN,2020-01-01,sized_linear
2020-07-30,0.0016901435076198093,AMZN,2020-01-01,sized_linear
2020-07-31,0.02002039617375823,AMZN,2020-01-01,sized_linear
2020-08-03,-0.00016761149471518697,AMZN,2020-01-01,sized_linear
2020-08-04,0.0028628083990572106,AMZN,2020-01-01,sized_linear
2020-08-05,0.0057383647691811685,AMZN,2020-01-01,sized_linear
2020-08-06,-0.000140535690869318,AMZN,2020-01-01,sized_linear
2020-08-07,-0.005200646471600112,AMZN,2020-01-01,sized_linear
2020-08-10,-0.00019710257181887559,AMZN,2020-01-01,sized_linear
2020-08-11,-0.008739971438431918,AMZN,2020-01-01,sized_linear
2020-08-12,0.0,AMZN,2020-01-01,sized_linear
2020-08-13,-0.0,AMZN,2020-01-01,sized_linear
2020-08-14,-0.0,AMZN,2020-01-01,sized_linear
2020-08-17,0.0,AMZN,2020-01-01,sized_linear
2020-08-18,0.0,AMZN,2020-01-01,sized_linear
2020-08-19,-0.00012759941014273753,AMZN,2020-01-01,sized_linear
2020-08-20,0.002743576933929055,AMZN,2020-01-01,sized_linear
2020-08-21,-0.00013732570217204112,AMZN,2020-01-01,sized_linear
2020-08-24,0.0018535483675910683,AMZN,2020-01-01,sized_linear
2020-08-25,0.004012829706721803,AMZN,2020-01-01,sized_linear
2020-08-26,0.0,AMZN,2020-01-01,sized_linear
2020-08-27,-0.00020040325970840136,AMZN,2020-01-01,sized_linear
2020-08-28,0.0001678043287795332,AMZN,2020-01-01,sized_linear
2020-08-31,0.004322746669291179,AMZN,2020-01-01,sized_linear
2020-09-01,0.0,AMZN,2020-01-01,sized_linear
2020-09-02,-0.00024544703989089125,AMZN,2020-01-01,sized_linear
2020-09-03,-0.02350865251136383,AMZN,2020-01-01,sized_linear
2020-09-04,-0.0001479340147293322,AMZN,2020-01-01,sized_linear
2020-09-08,-0.013311885967419213,AMZN,2020-01-01,sized_linear
2020-09-09,0.009778078462484468,AMZN,2020-01-01,sized_linear
2020-09-10,-0.007792207132265203,AMZN,2020-01-01,sized_linear
2020-09-11,-0.006392882050000044,AMZN,2020-01-01,sized_linear
2020-09-14,-0.0,AMZN,2020-01-01,sized_linear
2020-09-15,0.0,AMZN,2020-01-01,sized_linear
2020-09-16,-0.00014471098888215524,AMZN,2020-01-01,sized_linear
2020-09-17,-0.006611694916408127,AMZN,2020-01-01,sized_linear
2020-09-18,-0.004717737247930796,AMZN,2020-01-01,sized_linear
2020-09-21,0.00042932275627853783,AMZN,2020-01-01,sized_linear
2020-09-22,0.029231369376257144,AMZN,2020-01-01,sized_linear
2020-09-23,-0.00023895324821544708,AMZN,2020-01-01,sized_linear
2020-09-24,0.0031497220323490715,AMZN,2020-01-01,sized_linear
2020-09-25,0.010821543513750203,AMZN,2020-01-01,sized_linear
2020-09-28,0.0,AMZN,2020-01-01,sized_linear
2020-09-29,-0.0,AMZN,2020-01-01,sized_linear
2020-09-30,-0.00012649492687033764,AMZN,2020-01-01,sized_linear
2020-10-01,0.005634958724146038,AMZN,2020-01-01,sized_linear
2020-10-02,-0.0001890168091403016,AMZN,2020-01-01,sized_linear
2020-10-05,0.008682123207850232,AMZN,2020-01-01,sized_linear
2020-10-06,-0.00012941597506900177,AMZN,2020-01-01,sized_linear
2020-10-07,0.007742650412019273,AMZN,2020-01-01,sized_linear
2020-10-08,-0.0,AMZN,2020-01-01,sized_linear
2020-10-09,-0.0001347627569735955,AMZN,2020-01-01,sized_linear
2020-10-12,0.012385779774205949,AMZN,2020-01-01,sized_linear
2020-10-13,-0.0001337287600905455,AMZN,2020-01-01,sized_linear
2020-10-14,-0.006325963871319192,AMZN,2020-01-01,sized_linear
2020-10-15,-0.002711130175592307,AMZN,2020-01-01,sized_linear
2020-10-16,-0.008380709988257224,AMZN,2020-01-01,sized_linear
2020-10-19,-0.005183642560643854,AMZN,2020-01-01,sized_linear
2020-10-20,0.0007649840529970859,AMZN,2020-01-01,sized_linear
2020-10-21,-0.0,AMZN,2020-01-01,sized_linear
2020-10-22,-0.00015988505271568115,AMZN,2020-01-01,sized_linear
2020-10-23,0.002646528295969124,AMZN,2020-01-01,sized_linear
2020-10-26,0.0,AMZN,2020-01-01,sized_linear
2020-10-27,0.0,AMZN,2020-01-01,sized_linear
2020-10-28,-0.0,AMZN,2020-01-01,sized_linear
2020-10-29,0.0,AMZN,2020-01-01,sized_linear
2020-10-30,-0.0,AMZN,2020-01-01,sized_linear
2020-11-02,-0.0,AMZN,2020-01-01,sized_linear
2020-11-03,0.0,AMZN,2020-01-01,sized_linear
2020-11-04,0.0,AMZN,2020-01-01,sized_linear
2020-11-05,0.0,AMZN,2020-01-01,sized_linear
2020-11-06,-0.0,AMZN,2020-01-01,sized_linear
2020-11-09,-0.0,AMZN,2020-01-01,sized_linear
2020-11-10,-0.00017206648020192457,AMZN,2020-01-01,sized_linear
2020-11-11,0.01140675994778366,AMZN,2020-01-01,sized_linear
2020-11-12,-0.0028327870004740186,AMZN,2020-01-01,sized_linear
2020-11-13,0.001699443415459274,AMZN,2020-01-01,sized_linear
2020-11-16,0.0,AMZN,2020-01-01,sized_linear
2020-11-17,0.0,AMZN,2020-01-01,sized_linear
2020-11-18,-0.0,AMZN,2020-01-01,sized_linear
2020-11-19,-0.00014905011125187744,AMZN,2020-01-01,sized_linear
2020-11-20,-0.0018389360426870542,AMZN,2020-01-01,sized_linear
2020-11-23,-0.0,AMZN,2020-01-01,sized_linear
2020-11-24,-0.0001454464193767252,AMZN,2020-01-01,sized_linear
2020-11-25,0.006039871427523211,AMZN,2020-01-01,sized_linear
2020-11-27,-0.00021548810106227103,AMZN,2020-01-01,sized_linear
2020-11-30,-0.003760606082295513,AMZN,2020-01-01,sized_linear
2020-12-01,0.004956555739203368,AMZN,2020-01-01,sized_linear
2020-12-02,-0.0014558244773308759,AMZN,2020-01-01,sized_linear
2020-12-03,-0.0,AMZN,2020-01-01,sized_linear
2020-12-04,-0.00013060851284902138,AMZN,2020-01-01,sized_linear
2020-12-07,-0.0005091796648969606,AMZN,2020-01-01,sized_linear
2020-12-08,-0.00015157666048053805,AMZN,2020-01-01,sized_linear
2020-12-09,-0.0071150787167591645,AMZN,2020-01-01,sized_linear
2020-12-10,-0.0005809786415970217,AMZN,2020-01-01,sized_linear
2020-12-11,-0.00015480699471034587,AMZN,2020-01-01,sized_linear
2020-12-14,0.00384781349064377,AMZN,2020-01-01,sized_linear
2020-12-15,0.0,AMZN,2020-01-01,sized_linear
2020-12-16,0.0,AMZN,2020-01-01,sized_linear
2020-12-17,-0.0,AMZN,2020-01-01,sized_linear
2020-12-18,-0.00014823940971248162,AMZN,2020-01-01,sized_linear
2020-12-21,0.0004155217699505168,AMZN,2020-01-01,sized_linear
2020-12-22,-0.00011391156720467287,AMZN,2020-01-01,sized_linear
2020-12-23,-0.0001963817989841604,AMZN,2020-01-01,sized_linear
2020-12-24,-0.0017506397970741452,AMZN,2020-01-01,sized_linear
2020-12-28,0.0,AMZN,2020-01-01,sized_linear
2020-12-29,0.0,AMZN,2020-01-01,sized_linear
2020-12-30,-0.00015874480353200287,AMZN,2020-01-01,sized_linear
2020-12-31,-0.0028431817167761213,AMZN,2020-01-01,sized_linear
2020-01-02,0.0,AMZN,2020-01-01,always_long
2020-01-03,-0.0122133144726792,AMZN,2020-01-01,always_long
2020-01-06,0.014775871094842,AMZN,2020-01-01,always_long
2020-01-07,0.0020894360230744,AMZN,2020-01-01,always_long
2020-01-08,-0.0078392873382385,AMZN,2020-01-01,always_long
2020-01-09,0.0047876954600311,AMZN,2020-01-01,always_long
2020-01-10,-0.0094551562424055,AMZN,2020-01-01,always_long
2020-01-13,0.0043132627393765,AMZN,2020-01-01,always_long
2020-01-14,-0.0116255270463596,AMZN,2020-01-01,always_long
2020-01-15,-0.0039770244371114,AMZN,2020-01-01,always_long
2020-01-16,0.0085135675490424,AMZN,2020-01-01,always_long
2020-01-17,-0.0070645567641636,AMZN,2020-01-01,always_long
2020-01-21,0.0145235460689804,AMZN,2020-01-01,always_long
2020-01-22,-0.0024024329949914,AMZN,2020-01-01,always_long
2020-01-23,-0.0015270766138824,AMZN,2020-01-01,always_long
2020-01-24,-0.012247117354348,AMZN,2020-01-01,always_long
2020-01-27,-0.0180493781790869,AMZN,2020-01-01,always_long
2020-01-28,0.0135323887300528,AMZN,2020-01-01,always_long
2020-01-29,0.0025598187289754,AMZN,2020-01-01,always_long
2020-01-30,0.0068013077713168,AMZN,2020-01-01,always_long
2020-01-31,0.071195708931881,AMZN,2020-01-01,always_long
2020-02-03,-0.002252704013802,AMZN,2020-01-01,always_long
2020-02-04,0.0224338118497209,AMZN,2020-01-01,always_long
2020-02-05,-0.0047927034140391,AMZN,2020-01-01,always_long
2020-02-06,0.0050658796258565,AMZN,2020-01-01,always_long
2020-02-07,0.0140696924333926,AMZN,2020-01-01,always_long
2020-02-10,0.0259343579873876,AMZN,2020-01-01,always_long
2020-02-11,0.0078838664784292,AMZN,2020-01-01,always_long
2020-02-12,0.004268347229322,AMZN,2020-01-01,always_long
2020-02-13,-0.004700848772083,AMZN,2020-01-01,always_long
2020-02-14,-0.007001620314183,AMZN,2020-01-01,always_long
2020-02-18,0.0096958337264192,AMZN,2020-01-01,always_long
2020-02-19,0.0067269731902166,AMZN,2020-01-01,always_long
2020-02-20,-0.0079199067434733,AMZN,2020-01-01,always_long
2020-02-21,-0.0268921988213004,AMZN,2020-01-01,always_long
2020-02-24,-0.042235023870589,AMZN,2020-01-01,always_long
2020-02-25,-0.0183579802315903,AMZN,2020-01-01,always_long
2020-02-26,0.0034663008478504,AMZN,2020-01-01,always_long
2020-02-27,-0.0493333904307401,AMZN,2020-01-01,always_long
2020-02-28,-0.0002918893180325,AMZN,2020-01-01,always_long
2020-03-02,0.0365885156640588,AMZN,2020-01-01,always_long
2020-03-03,-0.0232786693667743,AMZN,2020-01-01,always_long
2020-03-04,0.0344142082932693,AMZN,2020-01-01,always_long
2020-03-05,-0.0265665815460279,AMZN,2020-01-01,always_long
2020-03-06,-0.0119945721457205,AMZN,2020-01-01,always_long
2020-03-09,-0.0543018497145664,AMZN,2020-01-01,always_long
2020-03-10,0.0494138426744943,AMZN,2020-01-01,always_long
2020-03-11,-0.0382304559068102,AMZN,2020-01-01,always_long
2020-03-12,-0.0825350381936838,AMZN,2020-01-01,always_long
2020-03-13,0.0626445445147951,AMZN,2020-01-01,always_long
2020-03-16,-0.0551930111496119,AMZN,2020-01-01,always_long
2020-03-17,0.0679073394904408,AMZN,2020-01-01,always_long
2020-03-18,0.0121832232808983,AMZN,2020-01-01,always_long
2020-03-19,0.0274503808561491,AMZN,2020-01-01,always_long
2020-03-20,-0.0186964937999852,AMZN,2020-01-01,always_long
2020-03-23,0.0302724228007084,AMZN,2020-01-01,always_long
2020-03-24,0.0193972131144981,AMZN,2020-01-01,always_long
2020-03-25,-0.0283661467850433,AMZN,2020-01-01,always_long
2020-03-26,0.036267437779002,AMZN,2020-01-01,always_long
2020-03-27,-0.0287342933621784,AMZN,2020-01-01,always_long
2020-03-30,0.0330512856576827,AMZN,2020-01-01,always_long
2020-03-31,-0.007271999966,AMZN,2020-01-01,always_long
2020-04-01,-0.021787422792954,AMZN,2020-01-01,always_long
2020-04-02,0.0058172520379336,AMZN,2020-01-01,always_long
2020-04-03,-0.0063993141953212,AMZN,2020-01-01,always_long
2020-04-06,0.0466251792098007,AMZN,2020-01-01,always_long
2020-04-07,0.0069889761130084,AMZN,2020-01-01,always_long
2020-04-08,0.0154888872524845,AMZN,2020-01-01,always_long
2020-04-09,-0.0001174913601694,AMZN,2020-01-01,always_long
2020-04-13,0.0599044247886932,AMZN,2020-01-01,always_long
2020-04-14,0.0514242631789833,AMZN,2020-01-01,always_long
2020-04-15,0.0106121867473043,AMZN,2020-01-01,always_long
2020-04-16,0.0426327148741967,AMZN,2020-01-01,always_long
2020-04-17,-0.0138779915155186,AMZN,2020-01-01,always_long
2020-04-20,0.0078052174911592,AMZN,2020-01-01,always_long
2020-04-21,-0.027741595250859,AMZN,2020-01-01,always_long
2020-04-22,0.0150782763701043,AMZN,2020-01-01,always_long
2020-04-23,0.0151002388521038,AMZN,2020-01-01,always_long
2020-04-24,0.0044784678623721,AMZN,2020-01-01,always_long
2020-04-27,-0.0142996156228902,AMZN,2020-01-01,always_long
2020-04-28,-0.0264062062723736,AMZN,2020-01-01,always_long
2020-04-29,0.0250205244308293,AMZN,2020-01-01,always_long
2020-04-30,0.0418035039526079,AMZN,2020-01-01,always_long
2020-05-01,-0.0790151691799428,AMZN,2020-01-01,always_long
2020-05-04,0.0130161575758101,AMZN,2020-01-01,always_long
2020-05-05,0.0007812169559819,AMZN,2020-01-01,always_long
2020-05-06,0.014332930141282,AMZN,2020-01-01,always_long
2020-05-07,0.0069296294217559,AMZN,2020-01-01,always_long
2020-05-08,0.005055588339379,AMZN,2020-01-01,always_long
2020-05-11,0.0122750957425051,AMZN,2020-01-01,always_long
2020-05-12,-0.0218432568993314,AMZN,2020-01-01,always_long
2020-05-13,0.004643522716731,AMZN,2020-01-01,always_long
2020-05-14,0.0088000914862799,AMZN,2020-01-01,always_long
2020-05-15,0.0087233882579377,AMZN,2020-01-01,always_long
2020-05-18,0.0068155624023887,AMZN,2020-01-01,always_long
2020-05-19,0.0094635060266657,AMZN,2020-01-01,always_long
2020-05-20,0.0196519053240098,AMZN,2020-01-01,always_long
2020-05-21,-0.0207099078139583,AMZN,2020-01-01,always_long
2020-05-22,-0.0040379627094453,AMZN,2020-01-01,always_long
2020-05-26,-0.0061826879423558,AMZN,2020-01-01,always_long
2020-05-27,-0.004747292931811,AMZN,2020-01-01,always_long
2020-05-28,-0.0038615979869802,AMZN,2020-01-01,always_long
2020-05-29,0.0170419091369955,AMZN,2020-01-01,always_long
2020-06-01,0.0116702530982449,AMZN,2020-01-01,always_long
2020-06-02,0.0005542421239081,AMZN,2020-01-01,always_long
2020-06-03,0.0024198033186549,AMZN,2020-01-01,always_long
2020-06-04,-0.0072079631824282,AMZN,2020-01-01,always_long
2020-06-05,0.009062306094701,AMZN,2020-01-01,always_long
2020-06-08,0.0164012205846809,AMZN,2020-01-01,always_long
